name,duration,elapsed
../audio/2024-09-27-13-54-40_small.wav,       6.50,    0.0343
../audio/2024-09-27-13-54-41_small.wav,       7.50,   0.03177
../audio/2024-09-27-13-54-42_small.wav,       8.50,   0.03558
../audio/2024-09-27-13-54-43_small.wav,       9.50,    0.0398
../audio/2024-09-27-13-54-44_small.wav,      10.50,   0.06193
../audio/2024-09-27-13-54-45_large.wav,      10.50,    0.0703
../audio/2024-09-27-13-54-46_small.wav,       2.00,   0.03876
../audio/2024-09-27-13-54-47_small.wav,       3.00,   0.02348
../audio/2024-09-27-13-54-48_small.wav,       4.00,   0.02892
../audio/2024-09-27-13-54-49_small.wav,       5.00,   0.03107
../audio/2024-09-27-13-54-50_small.wav,       6.00,    0.0323
../audio/2024-09-27-13-54-51_small.wav,       7.00,   0.03479
../audio/2024-09-27-13-54-57_small.wav,      12.50,   0.09536
../audio/2024-09-27-13-54-58_large.wav,      12.50,     0.106
../audio/2024-09-27-13-54-59_small.wav,       2.00,   0.03375
../audio/2024-09-27-13-55-00_small.wav,       3.00,   0.02922
../audio/2024-09-27-13-55-01_small.wav,       4.00,   0.03023
../audio/2024-09-27-13-55-02_small.wav,       5.00,   0.03289
../audio/2024-09-27-13-55-03_small.wav,       6.00,   0.03353
../audio/2024-09-27-13-55-04_small.wav,       7.00,   0.03167
